Initial Perceptron Parameter's Error Rate: 50.0% -> [17.008437309084, 208.88779723500056, -261.07086504651943]

    1-th training, ErrorRate: 50.0% -> [16.008437309084, 140.88779723500056, -278.4708650465194]
  289-th training, ErrorRate: 30.0% -> [14.008437309084002, 85.68779723500057, -329.77086504651936]
  290-th training, ErrorRate: 30.0% -> [14.008437309084002, 85.68779723500057, -329.77086504651936]
  291-th training, ErrorRate: 30.0% -> [14.008437309084002, 85.68779723500057, -329.77086504651936]
  292-th training, ErrorRate: 30.0% -> [14.008437309084002, 85.68779723500057, -329.77086504651936]
  293-th training, ErrorRate: 30.0% -> [14.008437309084002, 85.68779723500057, -329.77086504651936]
  294-th training, ErrorRate: 30.0% -> [14.008437309084002, 85.68779723500057, -329.77086504651936]
  295-th training, ErrorRate: 30.0% -> [14.008437309084002, 85.68779723500057, -329.77086504651936]
  296-th training, ErrorRate: 30.0% -> [14.008437309084002, 85.68779723500057, -329.77086504651936]
  297-th training, ErrorRate: 30.0% -> [14.008437309084002, 85.68779723500057, -329.77086504651936]
  298-th training, ErrorRate: 30.0% -> [14.008437309084002, 85.68779723500057, -329.77086504651936]
  299-th training, ErrorRate: 30.0% -> [14.008437309084002, 85.68779723500057, -329.77086504651936]
  300-th training, ErrorRate: 30.0% -> [14.008437309084002, 85.68779723500057, -329.77086504651936]
  301-th training, ErrorRate: 40.0% -> [13.008437309084002, 17.687797235000573, -347.17086504651934]
  302-th training, ErrorRate: 40.0% -> [13.008437309084002, 17.687797235000573, -347.17086504651934]
  303-th training, ErrorRate: 40.0% -> [13.008437309084002, 17.687797235000573, -347.17086504651934]
  304-th training, ErrorRate: 40.0% -> [13.008437309084002, 17.687797235000573, -347.17086504651934]
  305-th training, ErrorRate: 40.0% -> [13.008437309084002, 17.687797235000573, -347.17086504651934]
  306-th training, ErrorRate: 40.0% -> [13.008437309084002, 17.687797235000573, -347.17086504651934]
  307-th training, ErrorRate: 40.0% -> [13.008437309084002, 17.687797235000573, -347.17086504651934]
  308-th training, ErrorRate: 40.0% -> [13.008437309084002, 17.687797235000573, -347.17086504651934]
  309-th training, ErrorRate: 40.0% -> [13.008437309084002, 17.687797235000573, -347.17086504651934]
  310-th training, ErrorRate: 40.0% -> [13.008437309084002, 17.687797235000573, -347.17086504651934]
  311-th training, ErrorRate: 40.0% -> [13.008437309084002, 17.687797235000573, -347.17086504651934]
  312-th training, ErrorRate: 40.0% -> [13.008437309084002, 17.687797235000573, -347.17086504651934]
  313-th training, ErrorRate: 40.0% -> [13.008437309084002, 17.687797235000573, -347.17086504651934]
  314-th training, ErrorRate: 40.0% -> [13.008437309084002, 17.687797235000573, -347.17086504651934]
  315-th training, ErrorRate: 40.0% -> [13.008437309084002, 17.687797235000573, -347.17086504651934]
  316-th training, ErrorRate: 40.0% -> [13.008437309084002, 17.687797235000573, -347.17086504651934]
  317-th training, ErrorRate: 40.0% -> [13.008437309084002, 17.687797235000573, -347.17086504651934]
  318-th training, ErrorRate: 40.0% -> [13.008437309084002, 17.687797235000573, -347.17086504651934]
  319-th training, ErrorRate: 40.0% -> [13.008437309084002, 17.687797235000573, -347.17086504651934]
  320-th training, ErrorRate: 40.0% -> [13.008437309084002, 17.687797235000573, -347.17086504651934]
  321-th training, ErrorRate: 40.0% -> [13.008437309084002, 17.687797235000573, -347.17086504651934]
  322-th training, ErrorRate: 40.0% -> [13.008437309084002, 17.687797235000573, -347.17086504651934]
  323-th training, ErrorRate: 40.0% -> [13.008437309084002, 17.687797235000573, -347.17086504651934]
  324-th training, ErrorRate: 40.0% -> [13.008437309084002, 17.687797235000573, -347.17086504651934]
  325-th training, ErrorRate: 40.0% -> [13.008437309084002, 17.687797235000573, -347.17086504651934]
  326-th training, ErrorRate: 40.0% -> [13.008437309084002, 17.687797235000573, -347.17086504651934]
  327-th training, ErrorRate: 40.0% -> [13.008437309084002, 17.687797235000573, -347.17086504651934]
  328-th training, ErrorRate: 40.0% -> [13.008437309084002, 17.687797235000573, -347.17086504651934]
  329-th training, ErrorRate: 40.0% -> [13.008437309084002, 17.687797235000573, -347.17086504651934]
  330-th training, ErrorRate: 40.0% -> [13.008437309084002, 17.687797235000573, -347.17086504651934]
  331-th training, ErrorRate: 40.0% -> [13.008437309084002, 17.687797235000573, -347.17086504651934]
  332-th training, ErrorRate: 40.0% -> [13.008437309084002, 17.687797235000573, -347.17086504651934]
  333-th training, ErrorRate: 40.0% -> [13.008437309084002, 17.687797235000573, -347.17086504651934]
  334-th training, ErrorRate: 50.0% -> [12.008437309084002, -52.112202764999424, -350.67086504651934]
  335-th training, ErrorRate: 50.0% -> [12.008437309084002, -52.112202764999424, -350.67086504651934]
  336-th training, ErrorRate: 50.0% -> [12.008437309084002, -52.112202764999424, -350.67086504651934]
  337-th training, ErrorRate: 50.0% -> [12.008437309084002, -52.112202764999424, -350.67086504651934]
  338-th training, ErrorRate: 50.0% -> [12.008437309084002, -52.112202764999424, -350.67086504651934]
  339-th training, ErrorRate: 50.0% -> [12.008437309084002, -52.112202764999424, -350.67086504651934]
  340-th training, ErrorRate: 50.0% -> [12.008437309084002, -52.112202764999424, -350.67086504651934]
  341-th training, ErrorRate: 50.0% -> [12.008437309084002, -52.112202764999424, -350.67086504651934]
  342-th training, ErrorRate: 50.0% -> [12.008437309084002, -52.112202764999424, -350.67086504651934]
  343-th training, ErrorRate: 50.0% -> [12.008437309084002, -52.112202764999424, -350.67086504651934]
  344-th training, ErrorRate: 50.0% -> [12.008437309084002, -52.112202764999424, -350.67086504651934]
  345-th training, ErrorRate: 50.0% -> [12.008437309084002, -52.112202764999424, -350.67086504651934]
  346-th training, ErrorRate: 50.0% -> [12.008437309084002, -52.112202764999424, -350.67086504651934]
  347-th training, ErrorRate: 50.0% -> [12.008437309084002, -52.112202764999424, -350.67086504651934]
  348-th training, ErrorRate: 50.0% -> [12.008437309084002, -52.112202764999424, -350.67086504651934]
  349-th training, ErrorRate: 50.0% -> [12.008437309084002, -52.112202764999424, -350.67086504651934]
  350-th training, ErrorRate: 50.0% -> [12.008437309084002, -52.112202764999424, -350.67086504651934]
  351-th training, ErrorRate: 16.0% -> [13.008437309084002, 55.387797235000576, -344.97086504651935]
  352-th training, ErrorRate: 16.0% -> [13.008437309084002, 55.387797235000576, -344.97086504651935]
  353-th training, ErrorRate: 16.0% -> [13.008437309084002, 55.387797235000576, -344.97086504651935]
  354-th training, ErrorRate: 16.0% -> [13.008437309084002, 55.387797235000576, -344.97086504651935]
  355-th training, ErrorRate: 16.0% -> [13.008437309084002, 55.387797235000576, -344.97086504651935]
  356-th training, ErrorRate: 16.0% -> [13.008437309084002, 55.387797235000576, -344.97086504651935]
  357-th training, ErrorRate: 16.0% -> [13.008437309084002, 55.387797235000576, -344.97086504651935]
  358-th training, ErrorRate: 16.0% -> [13.008437309084002, 55.387797235000576, -344.97086504651935]
  359-th training, ErrorRate: 16.0% -> [13.008437309084002, 55.387797235000576, -344.97086504651935]
  360-th training, ErrorRate: 16.0% -> [13.008437309084002, 55.387797235000576, -344.97086504651935]
  361-th training, ErrorRate: 16.0% -> [13.008437309084002, 55.387797235000576, -344.97086504651935]
  362-th training, ErrorRate: 16.0% -> [13.008437309084002, 55.387797235000576, -344.97086504651935]
  363-th training, ErrorRate: 16.0% -> [13.008437309084002, 55.387797235000576, -344.97086504651935]
  364-th training, ErrorRate: 16.0% -> [13.008437309084002, 55.387797235000576, -344.97086504651935]
  365-th training, ErrorRate: 16.0% -> [13.008437309084002, 55.387797235000576, -344.97086504651935]
  366-th training, ErrorRate: 16.0% -> [13.008437309084002, 55.387797235000576, -344.97086504651935]
  367-th training, ErrorRate: 50.0% -> [14.008437309084002, 136.7877972350006, -331.27086504651936]
  368-th training, ErrorRate: 50.0% -> [14.008437309084002, 136.7877972350006, -331.27086504651936]
  369-th training, ErrorRate: 50.0% -> [14.008437309084002, 136.7877972350006, -331.27086504651936]
  370-th training, ErrorRate: 50.0% -> [14.008437309084002, 136.7877972350006, -331.27086504651936]
  371-th training, ErrorRate: 50.0% -> [14.008437309084002, 136.7877972350006, -331.27086504651936]
  372-th training, ErrorRate: 50.0% -> [14.008437309084002, 136.7877972350006, -331.27086504651936]
  373-th training, ErrorRate: 50.0% -> [14.008437309084002, 136.7877972350006, -331.27086504651936]
  374-th training, ErrorRate: 50.0% -> [14.008437309084002, 136.7877972350006, -331.27086504651936]
  375-th training, ErrorRate: 50.0% -> [14.008437309084002, 136.7877972350006, -331.27086504651936]
  376-th training, ErrorRate: 50.0% -> [14.008437309084002, 136.7877972350006, -331.27086504651936]
  377-th training, ErrorRate: 50.0% -> [14.008437309084002, 136.7877972350006, -331.27086504651936]
  378-th training, ErrorRate: 50.0% -> [14.008437309084002, 136.7877972350006, -331.27086504651936]
  379-th training, ErrorRate: 50.0% -> [14.008437309084002, 136.7877972350006, -331.27086504651936]
  380-th training, ErrorRate: 50.0% -> [14.008437309084002, 136.7877972350006, -331.27086504651936]
  381-th training, ErrorRate: 50.0% -> [14.008437309084002, 136.7877972350006, -331.27086504651936]
  382-th training, ErrorRate: 50.0% -> [14.008437309084002, 136.7877972350006, -331.27086504651936]
  383-th training, ErrorRate: 50.0% -> [14.008437309084002, 136.7877972350006, -331.27086504651936]
  384-th training, ErrorRate: 50.0% -> [14.008437309084002, 136.7877972350006, -331.27086504651936]
  385-th training, ErrorRate: 50.0% -> [14.008437309084002, 136.7877972350006, -331.27086504651936]
  386-th training, ErrorRate: 50.0% -> [14.008437309084002, 136.7877972350006, -331.27086504651936]
  387-th training, ErrorRate: 50.0% -> [14.008437309084002, 136.7877972350006, -331.27086504651936]
  388-th training, ErrorRate: 50.0% -> [14.008437309084002, 136.7877972350006, -331.27086504651936]
  389-th training, ErrorRate: 50.0% -> [14.008437309084002, 136.7877972350006, -331.27086504651936]
  390-th training, ErrorRate: 50.0% -> [14.008437309084002, 136.7877972350006, -331.27086504651936]
  391-th training, ErrorRate: 50.0% -> [14.008437309084002, 136.7877972350006, -331.27086504651936]
  392-th training, ErrorRate: 50.0% -> [14.008437309084002, 136.7877972350006, -331.27086504651936]
  393-th training, ErrorRate: 50.0% -> [14.008437309084002, 136.7877972350006, -331.27086504651936]
  394-th training, ErrorRate: 50.0% -> [14.008437309084002, 136.7877972350006, -331.27086504651936]
  395-th training, ErrorRate: 50.0% -> [14.008437309084002, 136.7877972350006, -331.27086504651936]
  396-th training, ErrorRate: 50.0% -> [14.008437309084002, 136.7877972350006, -331.27086504651936]
  397-th training, ErrorRate: 50.0% -> [14.008437309084002, 136.7877972350006, -331.27086504651936]
  398-th training, ErrorRate: 50.0% -> [14.008437309084002, 136.7877972350006, -331.27086504651936]
  399-th training, ErrorRate: 50.0% -> [14.008437309084002, 136.7877972350006, -331.27086504651936]
  400-th training, ErrorRate: 50.0% -> [14.008437309084002, 136.7877972350006, -331.27086504651936]
  401-th training, ErrorRate: 19.0% -> [13.008437309084002, 68.7877972350006, -348.67086504651934]
  402-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  403-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  404-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  405-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  406-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  407-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  408-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  409-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  410-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  411-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  412-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  413-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  414-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  415-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  416-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  417-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  418-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  419-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  420-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  421-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  422-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  423-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  424-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  425-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  426-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  427-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  428-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  429-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  430-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  431-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  432-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  433-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  434-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  435-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  436-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  437-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  438-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  439-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  440-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  441-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  442-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  443-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  444-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  445-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  446-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  447-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  448-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
  449-th training, ErrorRate: 48.0% -> [12.008437309084002, 3.987797235000599, -360.8708650465193]
